Name,Developer,Installs,Category,Size,Rating,Votes,5 Stars,1 Star
Turkey Hunting Calls,Best Ringtones For Everyone,<۱۰,ورزشی,۹ مگابایت,0.0,0,0,0
SportsLine,"CBS Interactive, Inc.",<۱۰,ورزشی,۱۴ مگابایت,0.0,0,0,0
فیلم های فوتبالی,تماشاکده,+۱۰,ورزشی,۱۱ مگابایت,4.7,3,67,0
Live Cricket Score,WER Technology,<۱۰,ورزشی,۶ مگابایت,0.0,0,0,0
KheloMore: Book sports venues,Khelomore Sports Pvt. Ltd.,<۱۰,ورزشی,۲۷ مگابایت,0.0,0,0,0
Free Paisa,Free Money App,<۱۰,ورزشی,۶ مگابایت,0.0,0,0,0
Real-Time Soccer,"Luno Software, Inc.",<۱۰,ورزشی,۱۶ مگابایت,0.0,0,0,0
FFScore: Football Livescore,WD Soft,<۱۰,ورزشی,۱۹ مگابایت,0.0,0,0,0
WL Analysis - barbell path tra,Karol Smolak,<۱۰,ورزشی,۳۲ مگابایت,0.0,0,0,0
Forza Football - Soccer Scores,Forza Football,+۱۰ هزار,ورزشی,۲۸ مگابایت,4.7,363,84,4
Horse Racing News,WeRaven,<۱۰,ورزشی,۱۶ مگابایت,0.0,0,0,0
تکنیک های کشتی آزاد و فرنگی,فول ستاره,+۱۰ هزار,ورزشی,۳۷ مگابایت,4.6,7478,81,3
Roster Athletics Track & Field,Roster Athletics,<۱۰,ورزشی,۲۴ مگابایت,0.0,0,0,0
Figuritas World Cup Qatar 2022,Matias Jurfest - Figurinhas Copa Qatar 2022,<۱۰,ورزشی,۲۱ مگابایت,0.0,0,0,0
RVG World T20 Cricket Champion,Rockville Games,<۱۰,ورزشی,۸۵ مگابایت,0.0,0,0,0
Soccer Event Notify — Liga S N,smoligovec,<۱۰,ورزشی,۲۲ مگابایت,0.0,0,0,0
GAME GOLF - GPS Tracker,"Game Your Game, Inc.",<۱۰,ورزشی,۲۸ مگابایت,0.0,0,0,0
One Timing for 2022 Season,Kiotto,<۱۰,ورزشی,۱۲ مگابایت,0.0,0,0,0
UEFA Mobile Tickets,UEFA,<۱۰,ورزشی,۳۵ مگابایت,0.0,0,0,0
Juggling Lab,Jongle N7,<۱۰,ورزشی,۷۲۶ کیلوبایت,0.0,0,0,0
Plunge: Horse Racing Alerts,PLUNGE PTY LTD,<۱۰,ورزشی,۲۹ مگابایت,0.0,0,0,0
Qualifiers - South America Cal,FFF software,<۱۰,ورزشی,۳ مگابایت,0.0,0,0,0
BMX Painter 3D Customizer,Hill.Apps,<۱۰,ورزشی,۲۱ مگابایت,0.0,0,0,0
Juventus,Juventus Football Club S.p.A.,+۲۰ هزار,ورزشی,۲۷ مگابایت,4.3,75,79,15
Live Football Bet Predictions,GKS Software,<۱۰,ورزشی,۱۴ مگابایت,0.0,0,0,0
Archery Companion,Trent Rosenbaum,<۱۰,ورزشی,۴۱۶ کیلوبایت,0.0,0,0,0
G Buddy,Gbuddy,<۱۰,ورزشی,۹ مگابایت,0.0,0,0,0
Bike 3D Configurator,Elementals Studio,+۱۰۰,ورزشی,۸۱ مگابایت,3.7,3,0,0
CCTV Camera Recorder,Cyber Magic,+۵۰,ورزشی,۲۵ مگابایت,5.0,1,100,0
Peladeiros - Soccer Players,Welllington Cabral,<۱۰,ورزشی,۸ مگابایت,0.0,0,0,0
T20 Cricket,Adenz Solutions,<۱۰,ورزشی,۷ مگابایت,0.0,0,0,0
Discores - Disc Golf App,Discores,<۱۰,ورزشی,۳ مگابایت,0.0,0,0,0
Fishidy: Fishing Hot Spot Maps,Fishidy,<۱۰,ورزشی,۶۳ مگابایت,0.0,0,0,0
Live Scores & Odds,"Luno Software, Inc.",<۱۰,ورزشی,۱۳ مگابایت,0.0,0,0,0
Guaranteed Tip Sheet - Horse R,"Kennaco Assets, LLC",<۱۰,ورزشی,۲۸ مگابایت,0.0,0,0,0
آموزش کیکبوکسینگ (با ویدئو),ماهاران,+۲۰ هزار,ورزشی,۲۴ مگابایت,4.6,501,82,5
Penalty.com - Live Scores,Doctek Ltd.,<۱۰,ورزشی,۱۶ مگابایت,0.0,0,0,0
Subsurface-mobile,Subsurface,<۱۰,ورزشی,۲۲ مگابایت,0.0,0,0,0
Football Schedule,Mobibom,<۱۰,ورزشی,۶ مگابایت,0.0,0,0,0
LFC News - Fan App,Jimhunty,<۱۰,ورزشی,۳۶ مگابایت,0.0,0,0,0
Grow Gaming,Smg Devloper,<۱۰,ورزشی,۷ مگابایت,0.0,0,0,0
Cricket Live Scores & News,Divum Corporate Services Pvt Ltd,<۱۰,ورزشی,۵ مگابایت,0.0,0,0,0
Shadowboxing - Punches & Combi,LOYAL Health & Fitness,<۱۰,ورزشی,۸۰ مگابایت,0.0,0,0,0
طرفداری | اخبار و نتایج زنده فوتبال,طرفداری,+۱۰۰ هزار,ورزشی,۱۲ مگابایت,4.6,22328,79,5
TVDeportes,Lighthouse Projects,<۱۰,ورزشی,۶ مگابایت,0.0,0,0,0
World Padel Tour TV,"Setpoint Events, SA",<۱۰,ورزشی,۱۸ مگابایت,0.0,0,0,0
ذره بین - وبگرد فارسی,گروه توسعه فناوری ذره‌بین,+۵ میلیون,ابزارها,۹ مگابایت,3.9,108450,66,14
Olympiacos FC Official App,OLYMPIACOS F.C.,<۱۰,ورزشی,۵۱ مگابایت,0.0,0,0,0
South Sydney Rabbitohs,NRL Digital,<۱۰,ورزشی,۳۲ مگابایت,0.0,0,0,0
The ACC App,Atlantic Coast Conference,<۱۰,ورزشی,۶۸ مگابایت,0.0,0,0,0
Football Squad Builder,clstudio.info,+۱۰ هزار,ورزشی,۱۰ مگابایت,4.0,45,58,16
A Sports,ARY SERVICES LTD.,<۱۰,ورزشی,۳۵ مگابایت,0.0,0,0,0
باشگاه سورین,باشگاه سورین,+۱۰۰,ورزشی,۱۰ مگابایت,4.9,62,98,2
Pitch Speed,John Day,<۱۰,ورزشی,۴۲ کیلوبایت,0.0,0,0,0
"Watch.Hockey, home of hockey",Nagravision,<۱۰,ورزشی,۸۰ مگابایت,0.0,0,0,0
Skill Moves guide Football 21,ArasApps,<۱۰,ورزشی,۵۴ مگابایت,0.0,0,0,0
DIABLO™ Super Biker,Pirelli & C. S.p.A.,<۱۰,ورزشی,۷ مگابایت,0.0,0,0,0
Dream Kits League 2019,KITKIT,+۱۰ هزار,ورزشی,۱۸ مگابایت,3.8,117,63,21
Orange Football Network : OFN,Orangefootballnetwork,<۱۰,ورزشی,۵ مگابایت,0.0,0,0,0
Basketball Betting tips,Kenworld Technologies,<۱۰,ورزشی,۵ مگابایت,0.0,0,0,0
FishPhone 2 by Vexilar,"Vexilar, Inc.",<۱۰,ورزشی,۱۷ مگابایت,0.0,0,0,0
My Fishing Mate Australia,My Mate Apps,<۱۰,ورزشی,۴۹ مگابایت,0.0,0,0,0
Real Madrid App,Real Madrid C.F.,+۲۰ هزار,ورزشی,۵۵ مگابایت,4.3,392,77,12
Daily Soccer Predictions,DailySoccerPredictions,<۱۰,ورزشی,۱۳ مگابایت,0.0,0,0,0
Betting App Kenya,Futaa Bets Kenya,<۱۰,ورزشی,۹ مگابایت,0.0,0,0,0
SBK - Sports Betting,Smarkets Limited,<۱۰,ورزشی,۲۹ مگابایت,0.0,0,0,0
"GotCourts - Book Courts, Partn",GotCourts,<۱۰,ورزشی,۴۷ مگابایت,0.0,0,0,0
Cricket 365 - Cricket Live Lin,Live Cricket App,<۱۰,ورزشی,۵ مگابایت,0.0,0,0,0
"SupaScore: Predictions, Tips",SupaScore Team,<۱۰,ورزشی,۱۹ مگابایت,0.0,0,0,0
Volleyball Tactic Board,SeedsJP,<۱۰,ورزشی,۱۷ مگابایت,0.0,0,0,0
MyScorecard Golf Score Tracker,MyScorecard,<۱۰,ورزشی,۱۴ مگابایت,0.0,0,0,0
Muay Thai Speed & Strength,LOYAL Health & Fitness,<۱۰,ورزشی,۸۰ مگابایت,0.0,0,0,0
Basketball Shooting,LOYAL Health & Fitness,<۱۰,ورزشی,۸۰ مگابایت,0.0,0,0,0
Blulory Watch,"Bestlink intelligent (Shenzhen) Co., Ltd.",<۱۰,ورزشی,۱۳ مگابایت,0.0,0,0,0
MantisX - Pistol/Rifle,Mantis Tech,<۱۰,ورزشی,۱۰۶ مگابایت,0.0,0,0,0
دریم لیگ تیم (DLT),دریم لیگ تیم,+۱۰۰ هزار,ورزشی,۱۰ مگابایت,4.6,4606,86,6
آخرینخبر | اخبار لحظهای ورزشی و…,بانیان رویش سامانه‌های آینده,+۳ میلیون,کتاب‌ها و مطبوعات,۹ مگابایت,4.4,40036,76,7
SmartPitch Speed Gun w Hitting,SP Speed & Hitting w/ Launch Angle Exit Velocity,<۱۰,ورزشی,۴۸ مگابایت,0.0,0,0,0
San Francisco Baseball Giants,"Appness, LLC",<۱۰,ورزشی,۳ مگابایت,0.0,0,0,0
CBTF SpeedNews-CricketLiveLine,CBTF SpeedNews by Amit Majithia,<۱۰,ورزشی,۶ مگابایت,0.0,0,0,0
فوتبالی | نتایج و پخش زنده فوتبال,آدران,+۴ میلیون,ورزشی,۱۹ مگابایت,4.7,248298,85,3
Scoreboard Remote,7 peace,<۱۰,ورزشی,۴ مگابایت,0.0,0,0,0
Soccer Tactic Board,SeedsJP,<۱۰,ورزشی,۵۱ مگابایت,0.0,0,0,0
ورزش آنلاین,بانیان رویش سامانه‌های آینده,+۱۰۰ هزار,ورزشی,۴ مگابایت,4.2,780,73,13
PESData - eFootballDB & PESDB,PESDATA,+۵۰۰,ورزشی,۵۹ مگابایت,4.6,10,90,10
آپارات اسپرت|پخش زنده و رایگان ورزشی,شرکت صبا ایده,+۵۰ هزار,ورزشی,۲۵ مگابایت,4.2,384,70,11
MySports (former SkySports ),BuggiDev,<۱۰,ورزشی,۱۶ مگابایت,0.0,0,0,0
"Over/Under 2,5 Goals Football",BetAnalyze Team,<۱۰,ورزشی,۱۰ مگابایت,0.0,0,0,0
Coach Tactic Board: Hockey,BLUELINDEN,<۱۰,ورزشی,۹ مگابایت,0.0,0,0,0
Superliga,Ead Interactive,<۱۰,ورزشی,۸ مگابایت,0.0,0,0,0
Dolomiti Superski,Dolomiti Superski,<۱۰,ورزشی,۴۲ مگابایت,0.0,0,0,0
"PakiTV (Live News,Live Sports,",Paki Sol,<۱۰,ورزشی,۵ مگابایت,0.0,0,0,0
La Liga - Official Soccer App,La Liga Nacional de Fútbol Profesional,+۲۰ هزار,ورزشی,۳۵ مگابایت,4.3,304,73,10
Al Wehdat Official App,Umniah,<۱۰,ورزشی,۲۵ مگابایت,0.0,0,0,0
Football Formation Creator,EternalSummitStudios,<۱۰,ورزشی,۹ مگابایت,0.0,0,0,0
Fantasy Baseball News,Carolina Wolf Software,<۱۰,ورزشی,۵ مگابایت,0.0,0,0,0
Race Simulator,Eternal System,<۱۰,ورزشی,۳۸ مگابایت,0.0,0,0,0
Premiership Rugby,InCrowd,<۱۰,ورزشی,۱۶ مگابایت,0.0,0,0,0
M-1 GLOBAL TV,M-1 Global TV,<۱۰,ورزشی,۱۶ مگابایت,0.0,0,0,0
Sport Diary,Netigen Tools,<۱۰,ورزشی,۱۵ مگابایت,0.0,0,0,0
Baseball Score,Softwood Apps,<۱۰,ورزشی,۶ مگابایت,0.0,0,0,0
RallySafe,NextFaze,<۱۰,ورزشی,۶ مگابایت,0.0,0,0,0
bet soccer and more,KboApps,<۱۰,ورزشی,۱۰ مگابایت,0.0,0,0,0
اخبار پرسپولیس (غیر رسمی),مسعود رضاپور,+۵۰۰ هزار,ورزشی,۶ مگابایت,4.8,57014,88,2
Duck Hunting Calls,Ape X Apps 333,<۱۰,ورزشی,۶ مگابایت,0.0,0,0,0
Name Your Football Jersey (Off,Amigo Studio,<۱۰,ورزشی,۹ مگابایت,0.0,0,0,0
HSBC Sevens Series 2023,World Rugby,<۱۰,ورزشی,۱۰ مگابایت,0.0,0,0,0
ورزش افراد دارای معلولیت,پایگاه اینترنتی معلولان شمعدانی,+۵۰۰,ورزشی,۷ مگابایت,4.9,8,88,0
Scores App: for NBA Basketball,Scores App,+۱ هزار,ورزشی,۸ مگابایت,5.0,5,100,0
Correct Score Analysis,Football correct score tips,<۱۰,ورزشی,۳۳ مگابایت,0.0,0,0,0
Prime Betting Tips,Prime Tips Team,<۱۰,ورزشی,۱۳ مگابایت,0.0,0,0,0
Golf Genius,"Golf Genius Software, LLC.",<۱۰,ورزشی,۳۸ مگابایت,0.0,0,0,0
ProFit - Workout Trainer,VGFIT LLC,+۲ هزار,تناسب اندام,۳۶ مگابایت,5.0,2,100,0
Baseball Fielding Rotation App,Postage Saver Software,<۱۰,ورزشی,۳ مگابایت,0.0,0,0,0
Playing 11 Dream Prediction,Droid Devlopers,<۱۰,ورزشی,۹ مگابایت,0.0,0,0,0
Betting Tips & Statistics,KodKey Inc.,<۱۰,ورزشی,۶ مگابایت,0.0,0,0,0
Overlyzer Football Predictions,Overlyzer,<۱۰,ورزشی,۹ مگابایت,0.0,0,0,0
Sports Alerts - NCAA Football,"Luno Software, Inc.",<۱۰,ورزشی,۱۸ مگابایت,0.0,0,0,0
Football Dood,mola,<۱۰,ورزشی,۱۹ مگابایت,0.0,0,0,0
Mini Stick Hockey Scoreboard,Applauz Media Solutions,<۱۰,ورزشی,۴۴ مگابایت,0.0,0,0,0
Official GAA,Gaelic Athletic Association,<۱۰,ورزشی,۱۸ مگابایت,0.0,0,0,0
Diablo Golf Handicap Tracker,DiabloGolf,<۱۰,ورزشی,۹ مگابایت,0.0,0,0,0
box-to-box: Soccer Training,box-to-box,+۱۰۰,ورزشی,۲۲ مگابایت,4.9,9,89,0
1RM Calculator,Javierd,<۱۰,ورزشی,۷ مگابایت,0.0,0,0,0
SportsTiger Live Score & News,Sports Tiger,<۱۰,ورزشی,۲۴ مگابایت,0.0,0,0,0
Sports Alerts - NHL edition,"Luno Software, Inc.",<۱۰,ورزشی,۱۹ مگابایت,0.0,0,0,0
MMA Strength & Conditioning,LOYAL Health & Fitness,<۱۰,ورزشی,۸۰ مگابایت,0.0,0,0,0
Football Tournament Maker,eniblo,+۱ هزار,ورزشی,۶ مگابایت,4.7,17,76,12
Golf,SpeedyMarks,<۱۰,ورزشی,۱ مگابایت,0.0,0,0,0
سپهر(سرویس خبری، سرگرمی و پخش زنده),سازمان صدا و سیما,+۱ میلیون,سرگرمی,۸ مگابایت,4.0,3411,64,16
NBA G League,NBA G League,<۱۰,ورزشی,۵۳ مگابایت,0.0,0,0,0
Futbology,Kepermat,<۱۰,ورزشی,۱۳ مگابایت,0.0,0,0,0
Dangle Time,How To Hockey,<۱۰,ورزشی,۹۲ مگابایت,0.0,0,0,0
Live Football Updates Scores,fatemzumurlab,<۱۰,ورزشی,۱۲ مگابایت,0.0,0,0,0
Betting Tips VIP,Baboommmm Software,<۱۰,ورزشی,۲۱ مگابایت,0.0,0,0,0
West Bromwich Albion,West Bromwich Albion FC,<۱۰,ورزشی,۱۴ مگابایت,0.0,0,0,0
A-League Live,Sportsmate Technologies,<۱۰,ورزشی,۲۴ مگابایت,0.0,0,0,0
اپلیکیشن هواداری SSTV,رو بنو,+۵ هزار,ورزشی,۶ مگابایت,4.6,546,93,2
Motivational Workout Music,Double Team Technologies,<۱۰,ورزشی,۸ مگابایت,0.0,0,0,0
Bike Race Offline Bike Games,Playnode,<۱۰,ورزشی,۶۲ مگابایت,0.0,0,0,0
فوتبال فیفا 23,گروه برنامه نویسی SandS,+۱۰ هزار,ورزشی,۱ گیگابایت,3.8,344,61,20
Passion for Milan,Gamon Software,<۱۰,ورزشی,۱۷ مگابایت,5.0,1,100,0
Tips2Bet - Daily Betting Tips,AnsTips,<۱۰,ورزشی,۲۷ مگابایت,0.0,0,0,0
Soccer Moves,LOYAL Health & Fitness,<۱۰,ورزشی,۸۷ مگابایت,0.0,0,0,0
Full Body Workout - At Home,fitofitness,+۵۰,ورزشی,۱۲ مگابایت,1.0,1,0,100
Hunting Calls Combo,Softdrug,<۱۰,ورزشی,۱۸ مگابایت,0.0,0,0,0
Da Fit,MO YOUNG LTD,+۵ هزار,ورزشی,۱۱ مگابایت,4.2,32,81,13
The42.ie Sports News,Distilled SCH,<۱۰,ورزشی,۱۹ مگابایت,0.0,0,0,0
اخبار ورزشی,برترینها,+۱۰۰ هزار,ورزشی,۱۰ مگابایت,4.5,12239,76,5
Westminster Kennel Club,Westminster Kennel Club,<۱۰,ورزشی,۲۲ مگابایت,0.0,0,0,0
NCAA Gameday Live Wallpaper,"2Thumbz, Inc",<۱۰,ورزشی,۲۲ مگابایت,0.0,0,0,0
AleScore: Football Live Scores,AleScore.com,<۱۰,ورزشی,۱۹ مگابایت,0.0,0,0,0
Hockey Horns Live,56kbit,<۱۰,ورزشی,۶۱ مگابایت,0.0,0,0,0
Leisure.ly Badminton,Lemon Cola,<۱۰,ورزشی,۵ مگابایت,0.0,0,0,0
Coyote Hunting Calls,Ape X Apps 333,<۱۰,ورزشی,۹ مگابایت,0.0,0,0,0
Horse Races Now,"Horse Races Now, LLC",<۱۰,ورزشی,۱۵ مگابایت,0.0,0,0,0
Betting Tips,KodKey Inc.,<۱۰,ورزشی,۵ مگابایت,0.0,0,0,0
Spektrum DXe Programmer,"Horizon Hobby, LLC",<۱۰,ورزشی,۳ مگابایت,0.0,0,0,0
Domyos E CONNECTED,Decathlon International,<۱۰,ورزشی,۷۷ مگابایت,0.0,0,0,0
Target Shooting Legend: Gun Ra,Frenzy Games Studio,+۵ هزار,ورزشی,۵۶ مگابایت,3.8,6,67,17
Volleyball 24 - live scores,Volleyball24.com,+۱ هزار,ورزشی,۱۷ مگابایت,4.4,8,63,0
RaceHero Live Timing & Results,RaceHero,<۱۰,ورزشی,۲۴ مگابایت,0.0,0,0,0
سیمایهمراه: فیلم،سریال،کلیپ,رهپو,+۲۰۰ هزار,سرگرمی,۴ مگابایت,4.4,162905,72,8
Brooklyn Nets/Barclays Center,Brooklyn Nets,<۱۰,ورزشی,۷۸ مگابایت,0.0,0,0,0
Box Box Club,Arka'de Club Pvt. Ltd.,<۱۰,ورزشی,۳۲ مگابایت,0.0,0,0,0
My Sport Live,My Sport Live,<۱۰,ورزشی,۱۸ مگابایت,0.0,0,0,0
AFA Play,Fanatiz,<۱۰,ورزشی,۱۸ مگابایت,0.0,0,0,0
Live Football Scores - Soccer,Germ Apps,<۱۰,ورزشی,۶ مگابایت,0.0,0,0,0
predictor-cricket prediction,Cricket-Reports,<۱۰,ورزشی,۶ مگابایت,0.0,0,0,0
Lineup11- Football Line-up,footplr,+۲ هزار,ورزشی,۲۵ مگابایت,3.7,17,53,18
شکم شش تکه در ۳۰ روز - تمرینهای Abs,Leap Fitness Group,+۱ میلیون,تناسب اندام,۱۳ مگابایت,4.8,10643,90,3
افزایش قد در 3 ماه,پارس اریا وان,+۵۰ هزار,ورزشی,۵ مگابایت,4.2,958,68,10
AL.com: Auburn Football News,al.com,<۱۰,ورزشی,۲۱ مگابایت,0.0,0,0,0
RotoQL Express - Daily Fantasy,QL Gaming Group,<۱۰,ورزشی,۱۶ مگابایت,0.0,0,0,0
ورزش های روزانه,طلوع ارتباطات آوان,+۵۰ هزار,ورزشی,۴ مگابایت,4.4,389,73,6
Formula Car Racing Stunts Ramp,WeeWoo Mobile,+۱۰۰ هزار,ورزشی,۵۰ مگابایت,3.9,117,64,18
TIP365 - Live Football Tips,Tip365 Studio,<۱۰,ورزشی,۳۹ مگابایت,0.0,0,0,0
TAG Heuer Connected,TAG Heuer,<۱۰,ورزشی,۲۱ مگابایت,0.0,0,0,0
SacramentoKings+Golden1Center,Sacramento Kings,<۱۰,ورزشی,۱۳۴ مگابایت,0.0,0,0,0
Cricket Training,Andev Infotech Pvt Ltd,<۱۰,ورزشی,۳ مگابایت,0.0,0,0,0
"Vtrakit for Cricket - Score, L",Vtrakit Team,<۱۰,ورزشی,۲۱ مگابایت,0.0,0,0,0
Kings Betting Tips,Kenworld Technologies,<۱۰,ورزشی,۱۳ مگابایت,0.0,0,0,0
Soccer 24 - soccer live scores,Soccer 24,+۵ هزار,ورزشی,۱۷ مگابایت,4.0,28,71,14
Paretobet - Accumulator Sports,Paretobet,<۱۰,ورزشی,۲۱ مگابایت,0.0,0,0,0
CASIO MOMENT SETTER+(Old Ver.),"CASIO COMPUTER CO., LTD.",<۱۰,ورزشی,۳۱ مگابایت,0.0,0,0,0
جیم شو:کالری شمار رژیم ورزش در خانه,اریتکو,+۲۰ هزار,تناسب اندام,۴۳ مگابایت,4.6,544,80,6
DreamFootball,Football Dream Factory,<۱۰,ورزشی,۴۶ مگابایت,0.0,0,0,0
خبرخوان استقلال تهران (غیر رسمی),علی  جهانی,+۵۰ هزار,ورزشی,۱۱ مگابایت,4.7,3664,88,4
فوتبال ۳۶۰,فوتبال ۳۶۰,+۵۰۰ هزار,ورزشی,۱۰ مگابایت,4.8,9167,93,2
ابراسپورت | پخش زنده و نتایج کشتی,شرکت پویا ره آورد نوین سلامت,+۲ هزار,ورزشی,۱۵ مگابایت,4.5,37,78,8
کرفس - سلامتی، رژیم و تناسب اندام,گروه کرفس,+۱ میلیون,تناسب اندام,۲۲ مگابایت,4.5,63139,72,6
Cardiff City,CARDIFF CITY FOOTBALL CLUB (HOLDINGS) LIMITED,<۱۰,ورزشی,۱۵ مگابایت,0.0,0,0,0
Smartberry,"Shenzhen United Power Technology Co., Ltd.",+۱۰,ورزشی,۴۲ مگابایت,0.0,0,0,0
Football Live Scores,Pi Studios,<۱۰,ورزشی,۳ مگابایت,0.0,0,0,0
آموزش ورزش یوگا,غلامعلی کاظمی فرد,+۲۰ هزار,ورزشی,۴ مگابایت,4.2,40,70,13
Live Scores for Europa League,Live Scores Apps,<۱۰,ورزشی,۸ مگابایت,0.0,0,0,0
Hubba Skate Spots,Hubba Hubba Skate LLC,<۱۰,ورزشی,۹ مگابایت,0.0,0,0,0
TURFBEE - India Horse Racing,Racingpulse Holdings,<۱۰,ورزشی,۸ مگابایت,0.0,0,0,0
Planet Cricket - Live Scores,SportCC,<۱۰,ورزشی,۱۳ مگابایت,0.0,0,0,0
CrickOne - Live Cricket Score,AppAspect Technologies Pvt. Ltd.,<۱۰,ورزشی,۱۶ مگابایت,0.0,0,0,0
Shillong teer calculator,MJ tec,<۱۰,ورزشی,۸ مگابایت,0.0,0,0,0
PP11 - Fantasy Team Prediction,Evexia Lifecare Limited,<۱۰,ورزشی,۱۰ مگابایت,0.0,0,0,0
Bet On Air - Betting Tips,Betonair Sport Predictions,<۱۰,ورزشی,۱۰ مگابایت,0.0,0,0,0
Futsal Tactic Board,SeedsJP,<۱۰,ورزشی,۱۷ مگابایت,0.0,0,0,0
HIGH League Player,StreamOnline,<۱۰,ورزشی,۲۷ مگابایت,0.0,0,0,0
آنتن - پخش زنده مسابقات ورزشی,فراکاو,+۵ میلیون,سرگرمی,۷ مگابایت,4.6,252884,81,4
Vip OddsAnalyze Betting Tips,BetAnalyze Team,<۱۰,ورزشی,۹ مگابایت,0.0,0,0,0
"TodayBet Betting Tips: 1X2, HT",BX Soccer,<۱۰,ورزشی,۸ مگابایت,0.0,0,0,0
SuperCoach,NDM,<۱۰,ورزشی,۲ مگابایت,0.0,0,0,0
Live Tracking,9and3r,<۱۰,ورزشی,۸ مگابایت,0.0,0,0,0
Tournament Manager,Interactive Apps Solutions,<۱۰,ورزشی,۸ مگابایت,0.0,0,0,0
Paris News,ERB Media,<۱۰,ورزشی,۳ مگابایت,0.0,0,0,0
OSM Tactics,tarikfp,+۱۰,ورزشی,۱۶ مگابایت,0.0,0,0,0
Winning Betting Tips / Daily,ConcepThink,<۱۰,ورزشی,۱۰ مگابایت,0.0,0,0,0
Double Chance Favorite,Bilal Bayrak,<۱۰,ورزشی,۷ مگابایت,0.0,0,0,0
Vip Betting Tips,Zoltan Kormendi,<۱۰,ورزشی,۵ مگابایت,0.0,0,0,0
SEC Country:Team-Specific News,Cox Media Group Inc.,<۱۰,ورزشی,۵۲ مگابایت,0.0,0,0,0
African Football Live,Nino Football Apps,<۱۰,ورزشی,۲۴ مگابایت,0.0,0,0,0
Basketball Finishing,LOYAL Health & Fitness,<۱۰,ورزشی,۸۰ مگابایت,0.0,0,0,0
WebCricket,Cobitech,<۱۰,ورزشی,۷ مگابایت,0.0,0,0,0
Cricket Score Pad,Pronto Software Solutions,<۱۰,ورزشی,۱۲ مگابایت,0.0,0,0,0
انرجیم - ورزش در خانه,حرکت هوشمند آینده,+۱۰۰ هزار,تناسب اندام,۱۳ مگابایت,4.6,1697,86,6
4K Wallpaper HD - Live BG,WooHoo Apps,+۱۰ هزار,ورزشی,۱۴ مگابایت,4.5,36,86,6
Athletic Club - Official App,ATHLETIC CLUB,<۱۰,ورزشی,۱۰ مگابایت,0.0,0,0,0
30 Day Fitness Challenge,Leap Fitness Group,+۵۰ هزار,تناسب اندام,۲۲ مگابایت,4.8,789,91,2
All Dream Kits League,mozapp,+۱۰,ورزشی,۱۲ مگابایت,0.0,0,0,0
پاتوپ - آخرین اخبار فوتبالی,رودی,+۱۰ هزار,ورزشی,۱۰ مگابایت,4.3,45,73,7
myTicket,Computer Betting Company GmbH,<۱۰,ورزشی,۳۲ مگابایت,0.0,0,0,0
V-Planner,HHS Software Corp.,<۱۰,ورزشی,۳ مگابایت,0.0,0,0,0
Manchester United Official App,Manchester United Limited,+۵ هزار,ورزشی,۳۶ مگابایت,4.9,36,94,6
TacticalPad Basketball,Temma Software - TacticalPad,<۱۰,ورزشی,۱۲۴ مگابایت,0.0,0,0,0
Body Building For Professional,Twayesh Projects,<۱۰,ورزشی,۳ مگابایت,0.0,0,0,0
Sports predictions soccer bet,betzona,<۱۰,ورزشی,۸ مگابایت,0.0,0,0,0
بتاکاپ | چالش و پیش بینی با جایزه,بتاکاپ,+۵۰۰,ورزشی,۱۰ مگابایت,4.8,55,95,4
Duckworth-Lewis Calculator,Tarams Inc,<۱۰,ورزشی,۲ مگابایت,0.0,0,0,0
MASTERBET - FOOTBALL,L37,<۱۰,ورزشی,۶ مگابایت,0.0,0,0,0
Fishbox - Fishing Forecast,"MEMS Group, Inc.",<۱۰,ورزشی,۲۷ مگابایت,0.0,0,0,0
